,longitude,latitude
0,-119.63473135373154,33.26544669363413
1,-119.63631435456492,33.273044694363136
2,-119.6360803551121,33.280717695197616
3,-119.6348073553071,33.285960695827676
4,-119.63383235540707,33.289326696240586
5,-119.6290883554082,33.29934169756852
6,-119.62595635533951,33.30504069834748
7,-119.62166535497103,33.30925669903022
8,-119.61847635466077,33.311913699486624
9,-119.61454335424857,33.314803700008206
10,-119.6093073536678,33.31823370065795
11,-119.60483135311318,33.32040670113214
12,-119.59923435243155,33.323280701742014
13,-119.5925323515468,33.32582770237657
14,-119.5881663509311,33.32697570273523
15,-119.58269635011247,33.32779770311856
16,-119.57834434943229,33.328075703383234
17,-119.57491934889589,33.3282817035902
18,-119.56918934795605,33.32807370387716
19,-119.56494334723827,33.32764170405997
20,-119.55973534652776,33.32933170452236
21,-119.55461634584385,33.33118270499727
22,-119.54940834512715,33.33279470545136
23,-119.54355734428793,33.3341637059142
24,-119.53818234347114,33.33482470627534
25,-119.53419634286139,33.33526370653768
26,-119.52966534212679,33.335221706777816
27,-119.52532534139891,33.33486670697402
28,-119.51915034031278,33.33370470718257
29,-119.50856433839597,33.3310017074635
30,-119.50095333702166,33.32911170767105
31,-119.49513233593154,33.32715870777511
32,-119.49055633503775,33.325143707805225
33,-119.47131733129169,33.316832707948144
34,-119.44328532590973,33.30574670826381
35,-119.4300083234009,33.30103570847047
36,-119.42873232314102,33.300337708463864
37,-119.42817632302778,33.30003370846096
38,-119.42618932262302,33.298945708450496
39,-119.42595232257132,33.29877070844437
40,-119.42250932182036,33.29623570835602
41,-119.41338231982952,33.28951370812117
42,-119.4054043180802,33.28351770790236
43,-119.39991831692885,33.28007170782477
44,-119.39099531504944,33.27437970768876
45,-119.38522931385222,33.270928707625146
46,-119.37974231271227,33.26763670756357
47,-119.37595031187873,33.26476070745587
48,-119.37595031176308,33.263239707291234
49,-119.3690953100848,33.25578270685166
50,-119.36723930960316,33.253404706693644
51,-119.36473430894097,33.25003470646292
52,-119.36213730815471,33.24522570608114
53,-119.36093830772037,33.242064705802875
54,-119.36014530704675,33.23487770506647
55,-119.36019330655787,33.22832370435346
56,-119.3607143061223,33.221456703581104
57,-119.36245430590266,33.21482570276908
58,-119.36541330590543,33.20851670192681
59,-119.36846330595286,33.202600701122336
60,-119.37197630614712,33.197632700396
61,-119.37387330625823,33.19503070001254
62,-119.37594930638038,33.192190699593766
63,-119.37900330676435,33.19071869927116
64,-119.38147730707183,33.18947969900479
65,-119.38615430758904,33.18628769840919
66,-119.39454830853838,33.180840697370996
67,-119.43372931383934,33.166991693782265
68,-119.44497931553036,33.16527469299707
69,-119.46837131926347,33.164610691679115
70,-119.47224031987368,33.164407691451046
71,-119.475270320306,33.163644691207146
72,-119.47649832049342,33.16349769112583
73,-119.47875732087185,33.163674691024625
74,-119.47960232102682,33.163918691006
75,-119.48945732282174,33.16660569077135
76,-119.49143032317146,33.16701669071063
77,-119.50095132473778,33.167392690243865
78,-119.50804332588301,33.16739068986572
79,-119.51026232624363,33.16742168975081
80,-119.51201332655184,33.16775968969397
81,-119.51689332743342,33.16900268956807
82,-119.5228703285405,33.170889689453105
83,-119.52672132929611,33.17266768943963
84,-119.52902332971149,33.17324968937966
85,-119.53225033028288,33.17392068927997
86,-119.54126833193057,33.17647568907452
87,-119.54677533299623,33.17882568903406
88,-119.55007833363901,33.180283689015006
89,-119.55155233390195,33.18061768897236
90,-119.55320533421757,33.181267688954186
91,-119.55495833451982,33.18152668888855
92,-119.56224933576783,33.182484688602656
93,-119.56933533707131,33.18461968845437
94,-119.57420433799729,33.18648868839566
95,-119.5783313388148,33.18850668839252
96,-119.58098333936934,33.190189688432035
97,-119.58727034078629,33.195535688671335
98,-119.58909934117186,33.1967376887029
99,-119.59396234212637,33.199000688686375
100,-119.60027134346352,33.20324468880543
101,-119.60529434455081,33.20692368893219
102,-119.61148334598751,33.21273768922577
103,-119.61482634686806,33.217257689532275
104,-119.61825034781553,33.222486689910426
105,-119.61950134820869,33.22501669011503
106,-119.61993234841565,33.226830690286654
107,-119.620932348655,33.22786469034405
108,-119.6219343488828,33.2287416903845
109,-119.62357134927295,33.23041169047601
110,-119.62520034969167,33.232474690610104
111,-119.62595534997119,33.23455669079301
112,-119.62784035045628,33.23695069094878
113,-119.631295351622,33.244978691624546
114,-119.6317493518864,33.24749669187017
115,-119.63164135197653,33.24891169202769
116,-119.63183635209313,33.250032692137445
117,-119.63154835228974,33.25322869249554
118,-119.63105735238327,33.255497692765104
119,-119.63285435294068,33.2590236930466
120,-119.63473135373154,33.26544669363413
121,-118.67485517813445,33.01214771685493
122,-118.6759531785583,33.01542571716404
123,-118.67856317979867,33.02636071825005
124,-118.67821618073145,33.039730719763085
125,-118.67561718101518,33.049353720975375
126,-118.670794180857,33.05797072219226
127,-118.66385818036925,33.06685072354992
128,-118.65437517940276,33.07495672495561
129,-118.64131317775642,33.08188672641899
130,-118.63265417652055,33.084543727172786
131,-118.62592917549063,33.08566872765335
132,-118.61963317452634,33.086723728103465
133,-118.60835417262803,33.08632472865377
134,-118.60227417160037,33.08605472894425
135,-118.5895451695695,33.087115729734414
136,-118.57834916764848,33.0862477302277
137,-118.56493516512407,33.08222373048398
138,-118.56142316445526,33.08106573053927
139,-118.55263916281716,33.07863773072995
140,-118.54211516071022,33.073792730740806
141,-118.53419815895526,33.06786273049205
142,-118.52373915663296,33.059976730156755
143,-118.51497815442993,33.049893729484374
144,-118.50928515286749,33.0415717288478
145,-118.5076751523272,33.03788772851801
146,-118.50478115160502,33.03462772830324
147,-118.50092315066519,33.03059072805152
148,-118.49559414946519,33.02634072785285
149,-118.4911441481037,33.017927727139
150,-118.48950914729332,33.01063472640329
151,-118.48714914671989,33.00818072625051
152,-118.48547214627992,33.00599672609231
153,-118.48475814605987,33.004623725974994
154,-118.47996414492457,33.00003772570924
155,-118.48142514516748,33.00003772563273
156,-118.480201144858,32.99860072553484
157,-118.47780014425084,32.99577972534252
158,-118.47488014356725,32.99309272519238
159,-118.47119914266295,32.989127724937866
160,-118.46583714127901,32.9824437244643
161,-118.46019413981165,32.97525872394842
162,-118.45731313901366,32.97092472360969
163,-118.45455313833729,32.967969723420204
164,-118.45031513731857,32.96370272315963
165,-118.44887513693587,32.961754723014735
166,-118.44591913633529,32.96027472300185
167,-118.44216413553994,32.95795372293555
168,-118.43441513390208,32.95321172280386
169,-118.42770413251844,32.949580722743306
170,-118.42335013156662,32.9464877226205
171,-118.41875613048124,32.94211772236558
172,-118.41396312942678,32.93862172221969
173,-118.41128712882345,32.9364697221155
174,-118.40960912840362,32.934554721986146
175,-118.40605512760965,32.93179672185893
176,-118.39694712541574,32.92255272128598
177,-118.39079912404699,32.917845721072396
178,-118.38644812312023,32.91508772098605
179,-118.38157912207264,32.91185772087297
180,-118.3776281212491,32.90960072082233
181,-118.37591912089778,32.90869172080806
182,-118.36993411963556,32.90507172070835
183,-118.36253111803967,32.9001217205311
184,-118.35640511660782,32.894499720210916
185,-118.35031911524158,32.889685719980015
186,-118.34359611373708,32.88443271973195
187,-118.33746911237381,32.879752719517725
188,-118.33197811124143,32.87678671946513
189,-118.3289101106023,32.87504171942568
190,-118.32973111073936,32.87504171938314
191,-118.32572310982982,32.87173671921495
192,-118.32034810853477,32.86626871887126
193,-118.31740210786121,32.86376971873944
194,-118.31035510637484,32.85950971861929
195,-118.30490210502539,32.85346971821366
196,-118.29726210314166,32.845098717655134
197,-118.29241010170028,32.836398716914374
198,-118.289906100774,32.829387716244405
199,-118.28879609996936,32.82083371532628
200,-118.28895809965798,32.81615471478427
201,-118.28991709941195,32.810534714093805
202,-118.2928250994119,32.80380871317667
203,-118.29585309951717,32.798260712387794
204,-118.29848109966758,32.7942617117963
205,-118.30286010000876,32.78885071095361
206,-118.31280910109206,32.78082970952683
207,-118.31854010175894,32.77680470877308
208,-118.32383110240555,32.77351870812634
209,-118.3319861035547,32.770574707371544
210,-118.34320410517398,32.767066706395234
211,-118.35350610680214,32.76581170572297
212,-118.35911410776251,32.76616070547463
213,-118.36428510869096,32.767080705313745
214,-118.37100910989304,32.76820670509651
215,-118.37387311041691,32.76885170502277
216,-118.3759191107973,32.76939870497993
217,-118.37838911126931,32.770236704948374
218,-118.378987111323,32.769597704844884
219,-118.38121711158543,32.768080704557626
220,-118.38297111171765,32.76585670421433
221,-118.38536111195089,32.76356370383055
222,-118.38894511237339,32.76113570337014
223,-118.39256911278798,32.75850570288468
224,-118.39591311324791,32.75715470255922
225,-118.39953711371322,32.75523070215422
226,-118.404155114344,32.753305701698125
227,-118.4083341149402,32.751918701325835
228,-118.41263311559771,32.75110670101281
229,-118.41621511615735,32.75059570077085
230,-118.41981111671643,32.75004470052362
231,-118.4365501195023,32.75004469966454
232,-118.43885811991144,32.75039469958582
233,-118.44092712030144,32.75103069955191
234,-118.44749212154532,32.75314169945474
235,-118.4538201227398,32.755115699354036
236,-118.45903312379254,32.75769969937973
237,-118.4647241249173,32.76018069936905
238,-118.46838612570016,32.76259869945533
239,-118.47391812692432,32.766828699651015
240,-118.47793812786593,32.77062569987502
241,-118.48168112878345,32.774725700147485
242,-118.48438912951445,32.77862370045014
243,-118.48498612965254,32.77916270048051
244,-118.48880813044723,32.78137570053471
245,-118.4942231316449,32.785506700724106
246,-118.49967913295124,32.791048701071006
247,-118.50092213322861,32.7920307011182
248,-118.50475513404771,32.794557701206905
249,-118.50766213469839,32.79688170132025
250,-118.5102501351963,32.79782470129362
251,-118.51582513624851,32.799575701204496
252,-118.52044513718846,32.801967701237004
253,-118.52482613811534,32.804728701323455
254,-118.52984413917716,32.80789370142264
255,-118.5317961395645,32.808769701421014
256,-118.53510214024452,32.8105857014558
257,-118.53820914091847,32.81277470154295
258,-118.54251414190819,32.8165787017507
259,-118.54673814290638,32.8206857019967
260,-118.55052714387166,32.825333702326105
261,-118.55319814456607,32.8288017025798
262,-118.55547214526062,32.83317870295651
263,-118.55714914584172,32.8373547033413
264,-118.55946614667083,32.843483703913286
265,-118.56254014761343,32.849442704426664
266,-118.56409514801318,32.85139570456653
267,-118.56736514878546,32.854560704754235
268,-118.57139414979855,32.85930670508084
269,-118.57506715087536,32.86573770561562
270,-118.57722215139923,32.86802670576192
271,-118.58133015233496,32.87152670594339
272,-118.58444315310688,32.875040706177856
273,-118.5879491539653,32.87884770642483
274,-118.5895131544137,32.88144370663607
275,-118.59115315486007,32.88383870682066
276,-118.59209415510551,32.88506570691002
277,-118.59694215630304,32.89047070726677
278,-118.60087115749388,32.89786670789509
279,-118.60353115835103,32.90356870839834
280,-118.60385915849474,32.90479170851891
281,-118.60434715870845,32.90660970869802
282,-118.60530115900788,32.90854470886605
283,-118.60553415933093,32.91243470929147
284,-118.60571315959363,32.91562070964044
285,-118.60548315974489,32.91820870994344
286,-118.60669216014787,32.92097871019199
287,-118.60818616077218,32.92612571069283
288,-118.60881416099114,32.92769471083649
289,-118.61080116143879,32.929312710914814
290,-118.61470016234122,32.932815711105334
291,-118.61860916328482,32.936856711355574
292,-118.62212916420368,32.941438711686686
293,-118.62592816525776,32.94723071213894
294,-118.62757816575731,32.950314712399056
295,-118.62958516633326,32.95363271266673
296,-118.63151316691109,32.95715371296125
297,-118.63388516767596,32.96221871340571
298,-118.63553416819788,32.96560471369942
299,-118.63650316861504,32.96909471404026
300,-118.63711116896252,32.97244971438476
301,-118.6377181692778,32.975368714680414
302,-118.63920616972662,32.97811971491105
303,-118.64049817027161,32.98261571534758
304,-118.64187017082496,32.987043715772145
305,-118.64344517151353,32.99284771634018
306,-118.64389117173822,32.9948937165461
307,-118.64433917202521,32.99777871684591
308,-118.64474417225895,33.00003771707783
309,-118.67018517646792,33.00003871574473
310,-118.67102817703679,33.005855716351604
311,-118.67485517813445,33.01214771685493
312,-119.10722728621585,33.50002774750841
313,-119.11896128813392,33.500026746868
314,-119.11718628827755,33.50560474757052
315,-119.1150912882669,33.509868748147845
316,-119.1116682881438,33.515475748943544
317,-119.10873028795883,33.51926874951585
318,-119.10422328750428,33.522892750155634
319,-119.09871228688002,33.5264467508428
320,-119.09050528583809,33.53030075171008
321,-119.08374828493626,33.53291175236325
322,-119.0765092839265,33.53515275300269
323,-119.07015528298548,33.53642075348805
324,-119.06617428235688,33.53671675373801
325,-119.06042628139426,33.536439754022375
326,-119.0565672807305,33.536030754189
327,-119.05395228035961,33.53676575441198
328,-119.0508162798771,33.53716375462679
329,-119.04848427950537,33.5372947547686
330,-119.04707727926954,33.537225754838076
331,-119.04140627844988,33.538626755300726
332,-119.03625827768455,33.53962675569118
333,-119.0307492768204,33.54012075604635
334,-119.02395527569807,33.54000775640574
335,-119.0173622745537,33.53919075667751
336,-119.01213827363088,33.538340756870745
337,-119.00807927290445,33.53755975700767
338,-119.00094427160494,33.53589975721706
339,-119.00094427159931,33.53582775720921
340,-118.99785727096636,33.53420375720106
341,-118.99446527029397,33.53271575722439
342,-118.99280826995493,33.531853757221015
343,-118.99005826938222,33.530293757201285
344,-118.98621126852792,33.5274297570993
345,-118.9821612676168,33.524264756975434
346,-118.97911226683539,33.520654756748186
347,-118.97655226618376,33.517680756563564
348,-118.97289826528511,33.51383975634391
349,-118.97101926472934,33.5106597560994
350,-118.96831926389024,33.50556775569081
351,-118.96603026308391,33.50002775521072
352,-118.96491626253439,33.49530675475583
353,-118.96277126139854,33.48520975376967
354,-118.96274026047051,33.47330575247043
355,-118.96376326013718,33.466834751707424
356,-118.96677725994185,33.45791975056892
357,-118.96984126005597,33.452893749852855
358,-118.97269225977263,33.44317474863528
359,-118.97849325979303,33.431110747001114
360,-118.98052425993237,33.42859774661608
361,-118.98873826088246,33.42344574560722
362,-118.99599726180479,33.419967744833365
363,-119.00094326250255,33.418497744404554
364,-119.00094326271908,33.42130674471159
365,-119.00953626377826,33.41677174375015
366,-119.01801126503528,33.415057743103525
367,-119.0270562663495,33.41287874237532
368,-119.03964326836102,33.412224741621806
369,-119.05308327046967,33.41102874076296
370,-119.06413427239586,33.41255074033014
371,-119.07190527376419,33.413803740045566
372,-119.0785232750756,33.41676974001012
373,-119.08652527674118,33.421393740080106
374,-119.09414027840963,33.42687674026421
375,-119.10077328014046,33.435246740815465
376,-119.10379328103619,33.440448741217615
377,-119.10616628177725,33.445016741585725
378,-119.10889128269756,33.45115574210545
379,-119.10881428308521,33.45632774267214
