,longitude,latitude
0,-120.00506207455096,39.11265524695283
1,-120.00493331395431,39.16564735246328
2,-120.00471423650144,39.22356812559645
3,-120.00470028851394,39.225972466668914
4,-120.00469922407524,39.226933310295585
5,-120.00466916433919,39.227366565955826
6,-120.00472674838421,39.22791616985487
7,-120.00469752362723,39.22839649736485
8,-120.00472773737316,39.22876258567853
9,-120.00462477760634,39.25000455204553
10,-120.00446493158658,39.279983827125406
11,-120.00448044507196,39.29141513221058
12,-120.00439459465173,39.3134415619815
13,-120.00439249959665,39.313944175563684
14,-120.00429994768392,39.31644693357942
15,-120.0041966759216,39.32739372964435
16,-120.00400068207014,39.330702404773184
17,-120.00335778678318,39.37403170848127
18,-120.00303687037966,39.38861755042657
19,-120.00208641470226,39.445207193058906
20,-120.0017533172553,39.46359800562898
21,-120.00175377901759,39.465469738571095
22,-120.00169246876504,39.468641410588965
23,-120.00165750265316,39.47267184686412
24,-120.0013464553754,39.48772255096866
25,-120.00127138704002,39.5000004258458
26,-120.00100029246056,39.52158641488323
27,-120.00094555440528,39.52473269016272
28,-120.00096360847365,39.52764696995032
29,-120.00070716993369,39.53894351006731
30,-120.00063045258901,39.578613907802755
31,-120.00061352669654,39.616108607487426
32,-120.00036498686946,39.62469790610567
33,-120.00024895909912,39.624999416947624
34,-120.00022304736684,39.63626145903924
35,-120.00016917676494,39.66422111826306
36,-120.00017196761354,39.66992976874511
37,-120.00022556914995,39.68308182669746
38,-120.00028911923641,39.722511351753425
39,-120.00000342051523,39.73549732575176
40,-120.00000335370363,39.7499965549536
41,-119.99986971621395,39.75270231174271
42,-119.99967356650241,39.76767560205515
43,-119.99947133433152,39.78004656895621
44,-119.99957669743996,39.78086925430776
45,-119.99939159320851,39.79102268833924
46,-119.99920309508641,39.806496985281285
47,-119.99870298742584,39.851497497722804
48,-119.99759830523591,39.89398303053678
49,-119.99660481934649,39.95659794540396
50,-119.99657120300455,39.96055398404608
51,-119.99657839645924,39.96134754191224
52,-119.99625300352193,39.99999822141005
53,-119.99640423284016,40.02489904270181
54,-119.99625796066174,40.07189701217152
55,-119.99614149434707,40.07733958759334
56,-119.99623103395471,40.07804803452477
57,-119.99617369802667,40.078483202481856
58,-119.99614549479891,40.081843865196916
59,-119.99621465250904,40.08705676400424
60,-119.99609487548247,40.08943514803196
61,-119.99620367996549,40.0909233674695
62,-119.99612653201608,40.09167577920194
63,-119.99620195810098,40.091686452237745
64,-119.99610347773528,40.12499980667529
65,-119.99580205610805,40.15849835838986
66,-119.99590237266204,40.18749931483088
67,-119.99550062238683,40.21529854180971
68,-119.99515228546227,40.24999920118473
69,-119.99503704502592,40.445631020009145
70,-119.99488300757187,40.499998387672576
71,-119.99528716591237,40.549167934244444
72,-119.99536595538973,40.55277846811609
73,-119.99561619434712,40.581134925181615
74,-119.99594337715821,40.61137647489212
75,-119.99607504714932,40.62499957809846
76,-119.99599553419277,40.62528696033516
77,-119.99581917459273,40.62636986899857
78,-119.995911425077,40.63001487336745
